10.25997	310.54868
7.60109	276.31096
8.95402	213.07598
10.35393	183.64201
17.25012	101.27932
22.41756	86.08197
21.07402	125.99686
14.87309	192.72549
10.90825	242.94664
10.11904	259.89082
11.04918	255.52377
11.33104	273.34136
13.09737	272.46795
14.54425	280.67801
15.56835	285.91848
17.34407	234.29987
18.697	217.00633
18.74398	184.51542
20.13449	163.20419
21.02705	152.81059
22.41756	162.76748
26.66426	121.1931
17.99235	291.50831
18.55607	274.21477
19.25133	262.94776
20.98007	229.14674
21.25254	226.0898
22.23905	224.34298
21.39347	215.69621
22.28602	209.58233
23.16919	197.44191
22.9343	187.04832
24.98249	175.34461
22.23905	274.65148
23.26314	255.52377
23.86444	245.13017
24.88854	237.79352
26.24147	224.34298
25.68714	206.61273
28.28965	189.23185
29.32314	177.09143
28.90035	170.62818
32.39542	145.91064
33.41951	137.26387
26.52333	302.77532
27.97021	295.87537
28.28965	282.86154
29.08826	261.20094
29.92444	263.73383
31.2304	259.89082
31.73775	234.73658
33.27858	236.4834
32.16054	220.41263
33.88928	201.37226
35.27979	198.31532
36.0784	187.04832
37.38435	175.34461
39.19766	168.44466
39.43254	154.99412
42.09142	147.65747
46.51663	119.00957
49.54194	112.98304
49.8238	105.64638
53.31887	100.40591
39.90231	310.54868
45.11673	249.06052
49.26947	223.90628
51.08277	203.11909
42 201
45 234
56 251
51 243
56 271
47.930986 59.641628
42.859361 56.836720
44.855828 264.451062
37.592231 69.897057
27.686021 189.417971
78.249806 54.240635
71.977326 124.344780
32.056901 149.913128
45.762170 85.447115
16.520137 254.587724
31.826197 228.483649
46.267977 251.649823
27.935017 278.933740
21.246677 286.040525
37.395925 117.559643
59.078042 56.879771
45.313075 129.809947
35.514188 127.577986
21.686169 277.832641
18.748862 208.689367
61.652866 159.307658
37.424397 117.667673
27.768699 282.289890
31.253242 233.977433
28.217884 137.598786
15.873690 271.033097
37.057189 179.587934
24.750677 135.081812
69.810401 65.040836
20.049997 188.170277
43.078163 56.370281
28.717453 266.464634
54.382507 96.979502
29.356409 257.982216
38.171177 170.650615
27.699749 141.932651
57.129754 60.113733
33.859598 137.308352
60.941387 162.419497
25.442644 323.355139
22.985791 151.594140
32.464360 147.229451
24.587906 227.014836
57.391034 89.535564
20.122994 234.018362
62.974655 153.849164
43.154017 140.667260
59.265116 169.764131
23.829625 143.553917
29.381987 257.323040
64.030260 74.945969
29.526478 257.468392
36.935192 180.178781
24.560805 170.957591
38.284293 84.848612
24.390348 347.070236
24.103267 176.203251
51.714438 210.933488
49.483123 75.316493
34.500799 199.548398
39.434271 108.387177
52.773217 102.173532
54.664437 64.451238
30.835828 239.259002
37.347825 117.739836
59.680304 84.302164
20.245942 308.060470
27.410252 115.162733
25.627817 212.916149
39.870986 106.508217
20.910048 219.832390
63.916662 75.540024
19.964377 189.444974
24.804544 337.313023
48.810311 115.228061
24.900694 334.299500
18.660692 262.299000
23.036756 251.343092
25.536439 322.313882
25.730362 211.759378
15.993059 333.709391
26.501953 304.427112
27.232822 291.378986
19.997266 236.327014
21.776734 164.892985
19.075686 338.687689
27.139449 292.775077
48.829141 231.230718
16.781564 248.460892
53.265154 100.558323
41.547197 150.116523
21.728424 165.907906
34.894719 78.767514
27.606911 189.775974
20.869009 294.664150
21.135370 215.939269
54.991857 63.693993
14.428040 313.383378
29.688990 253.564442
41.813888 148.503735
40.145371 63.007005
44.475827 268.034438
29.870103 250.587754
39.084568 329.002090
30.229242 247.456676
53.183360 101.234526
40.715165 308.652955
72.421454 61.339673
57.800877 58.922298
22.825031 255.008331
16.888932 307.516056
36.959862 179.077936
31.865378 226.783920
69.825342 130.566640
52.607506 102.931774
21.475897 280.935561
18.939618 343.529127
61.150914 53.761799
46.273499 126.529113
48.461692 58.492773
42.531217 143.949714
48.818622 57.952240
34.958272 195.752494
39.011477 165.375201
30.236095 246.654492
27.464284 286.486726
36.499112 121.944303
34.855214 131.289891
57.596070 177.500829
22.821844 191.531001
75.316476 57.508709
42.712947 285.743604
37.352133 117.783842
26.993593 196.193880
50.507328 218.896375
55.980568 185.828678
20.076938 312.164879
49.118201 76.500830
24.273434 139.163392
63.239522 76.650352
42.169942 292.091673
42.362018 144.383839
20.213590 310.010331
38.295744 170.350396
71.591821 125.362928
40.183207 105.069667
40.295251 104.262094
32.910957 216.306195
26.347909 203.932434
52.610925 103.045430
13.676841 341.463113
33.431629 105.120708
43.801953 274.638190
26.936180 147.841445
28.827734 132.853610
26.893966 297.543737
18.892201 344.483623
43.215893 140.091426
51.167851 71.441247
30.662538 241.430148
52.850264 101.750316
74.283900 58.766562
36.608839 182.041024
33.705127 208.211999
30.230816 247.188932
22.717678 258.017288
35.214881 97.261932
66.099529 142.334771
